contextText,location_fromMOH,searchCriteria_list1,searchCriteria_type,source_bNumber,source_fileName,time_year
"to appoint some gentleman as principal. the matter had not progressed at the close of the year. 42 by-laws, regulations and officers' duties. officers' duties. hall and house keepers. on 18th may, 1897, the vestry approved the following list of duties prepared by the clerk 1. the hall-keeper and his wife shall act at all times under the directions of the vestry clerk, and devote the whole of their time to their duties. 2. the hall-keeper shall commence duty not later than 7.30 a.m. daily (sundays excepted) or such earlier time or times as may be required, and shall remain",Rotherhithe,wife,single term search,b19874443,Rotherhithe.1897.b19874443.txt,1897
"when the farm was opened the committee sanctioned a fifth charge nurse and a second assistant nurse, who had also been a probationer. there is one seamstress, who has been obliged to have assistance; 12 subordinate female staff, including laundry maids; coachman, engineer to attend to the steam apparatus, whose wife attends to the lodge; a lad to assist in the laundry and disinfecting, another to assist in the house and generally. general management. articles brought in for use in the hospital are received by the matron, who marks the delivery ticket, if correct, and hands it to the steward,",Willesden,wife,single term search,b19976008,Willesden.1897.b19976008.txt,1897
"his client's ""sample was adulterated with not less that 9% of added water."" thereupon, the defendant did not produce to the magistrate the certificate from his own analyst, but he sheltered himself behind the more favourable certificate given from the government laboratory. and he did not ""tender himself or his wife to be examined on his behalf,"" as he is privileged to do under the act. thus the learned magistrate had before him no evidence, except the two written certificates from myself and the government laboratory. 5. the certificate of the government laboratory having omitted to specify the standard of",Westminster,wife,single term search,b19874352,Westminster.1897.b19874352.txt,1897
"would multiply and the hospital would then be of little use in preventing an epidemic. as regards the permanent staff the following officers would be reauired. medical officer. nurse. clerk. servant. nurse—matron. man and wife. man to act as gate porter, attend to ambulance, disinfector, keep grounds in order, &c. wife to act as laundry woman, and assist in administrative block. it is not very easy to arrive at a definite figure as regards annual cost of maintenance when the number of patients is so absolutely uncertain; but assuming that the wards were empty for 12 months continuously, i estimate",SouthallNorwood,wife,single term search,b19970389,SouthallNorwood.1897.b19970389.txt,1897
"not complying with a statutory notice, requiring the open drain to be trapped, and to repair the broken rain pipes, but when the summons was delivered, the defendant (who had already received the statutory notice and stated he would do the work) was ill in bed, and he sent his wife to the board's offices to say they were yearly tenants, so upon the day of hearing, the 19th july, the magistrate was asked to allow the summons to be withdrawn, so that proceedings could be instituted against the agent. the necessary work was executed. on the same date summonses",Poplar,wife,single term search,b18222869,Poplar.1897.b18222869.txt,1897
"two ladies from paris resided from the 2nd to the 14th of april at a house tenanted by a medical practitioner in the parish, and went away ill on or about the 14th of april. the nature of the illness does not seem to be known. on april 15th the wife of the medical man, it is said, was down with some eruption and pneumonia; on the same date the servant was ill, and the doctor considered she was suffering from chicken-pox, and isolated the case at the top of the house. he allowed her mother, who lived in another",LondonCountyCouncil,wife,single term search,b18252461,LondonCountyCouncil.1897.b18252461.txt,1897
"any person who had died from typhus ? this actually turned out to be case, and we had not long to wait for the desired clue ; for the same afternoon brought from dr. potter, medical superintendent of the parish infirmary, three notifications of typhus, in a man and his wife and their only child, who had been removed from western dwellings, flat 19, comprising two rooms and a scullery, the cases being certified for admission as influenza. dr. potter, it should be stated, had been put upon the alert by a telephone-message from dr. ensor, medical officer for no.",Kensington,wife,single term search,b18221890,Kensington.1898.b18221890.txt,1898
"with separate entrances from the external air. each tenement contains two rooms, one furnished as living, the other as sleeping room, a bath room, with a scullery, sink, and loose washing basin, and supplied with hot and cold water, and a water-closet. the shelter is under the care of the wife of the engineer in charge of the steam disinfectors, who lives in a separate house next to the shelter. 9 stoke newington. (a) articles of bedding and clothing.—the vestry have made arrangements with the sanitary authority of islington for disinfection of articles in the steam apparatus provided by the",LondonCountyCouncil,wife,single term search,b18252473,LondonCountyCouncil.1898.b18252473.txt,1898
"john edwards vestry hall district inspectors: james weatheritt, ward i. vestry hall robert simpson, ward ii. vestry hall philip david, ward iii vestry hall miss annie elliott (insp. houses let in lodgings, &c.) vestry hall sanitary clerk: ernest h. thomas vestry hall caretakers of reception house: w. r. aylmer and wife superintending disinfector: w. r. aylmer disinfector: william thomas vestry hall mortuary attendant and assistant disinfector: joseph h.pike vestry hall annual report on the sanitary condition of the parish of st. beorge the martyr, southwark, for the year 1898, by the medical officer of health. to the vestry of the",Southwark,wife,single term search,b19956058,Southwark.1898.b19956058.txt,1898
"of the unfortunate persons who were ejected were absolutely unable to obtain accommodation elsewhere, and something very nearly approaching a public scandal resulted. mr. foot found two families living in the yards and washhouses of the premises from which they had been evicted. one family, consisting of a man, his wife and three children, had had no shelter for a fortnight, beyond the walls of a back-yard into which their sticks of furniture had been thrown. they were wet through and shivering with cold, but they were not legally destitute as the husband had work and they were not without",BethnalGreen,wife,single term search,b19821827,BethnalGreen.1898.b19821827.txt,1898
"the public health (london) act, 1891, sec. 55, and coming to the knowledge of the medical officer of health during the year 1898. no of case. date. address. sex. age. disease. removed to. patient's occupation. parent's occupation. remarks. 1 jan. 6 9, berwick street female 56 years erysipelas not removed wife of a gasfitter died jan. 6 2 5 107, wardour street male 44 years diphtheria haverstock hill hospital bootmaker 3 7 9, green's court female 9 years scarlet fever fulham hospital scholar butcher 4 10 13, livonia street male 25 years enteric fever stockwell hospital printer 5 11 8,",StJamess,wife,single term search,b18247179,StJamess.1898.b18247179.txt,1898
